id,title,description,content,sourceLink,sourcePublishedAt,author,sourceMedia,sourceReferenceImages,sourceVideos
1559,Seedance 2.0 Video Prompt: Neon-lit Street Encounter,"A prompt for Seedance 2.0 generating a first-person perspective video set on a dimly lit, wet street reflecting neon lights. The scene involves walking towards a girl standing under a streetlamp, greeting her, and then following her into a nearby small house, aiming for a realistic style.",真人写实风格，第一人称视角。你在昏暗的街道里走着，下过雨，地上有霓虹灯的反光，街道上空无一人，突然在前方路灯下，站着一个姑娘，身穿短裙，正在看手机，你走过去打了一个招呼，她看着你笑了笑，转身就带你走进了旁边的小屋,https://x.com/MrGafish/status/2034076826805669961,2026-03-18T01:18:01.000Z,"{""name"":""Mr Gafish"",""link"":""https://x.com/MrGafish""}",[],[],"[{""id"":""69bb922b31ef3600048b316f"",""url"":""https://video.twimg.com/amplify_video/2034075913592438784/vid/avc1/1280x720/2U3JgFqnnemK-JyX.mp4?tag=21"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2034075913592438784/img/Sm2yH6j-zItEuJVa.jpg"",""caption"":null}]"
1558,Seedance 2.0 Supercar Showcase Video Prompt,"A detailed 10-second prompt for Seedance 2.0 to generate a video showcasing five different supercars, focusing on their personality and performance. The prompt specifies the car types, five distinct scenes, a progressive shot sequence (static close-up to dynamic sci-fi), detailed timing (0-2s, 2-4s, 4-10s), specific camera movements (tracking, orbiting, following), visual effects (motion blur, distortion), and sound design (Brazilian funk music).","以“超跑个性与性能”为核心，10秒内串联5款特色超跑（红黑碳纤维超跑、蓝绿色光泽超跑、黄色经典兰博基尼、黄黑赛事风超跑、银色未来概念车），覆盖室内车库、明亮展厅、户外展示区、赛道、科技感室内5大场景。

从静态设计到动态行驶，全方位呈现超跑的外观质感与性能属性。

采用“静态特写→静态光效衬托→动态行驶→动态特效强化→科幻化动态”的递进式分镜。

0-2秒聚焦超跑静态细节（材质、线条）。

2-4秒用场景+光效突出视觉焦点，

4-10秒逐步强化动态感。

静态段落用“局部推近（如碳纤维纹理、车灯）+整体定格”镜头，动态段落切换为“跟拍（黄黑超跑赛道行驶）+环绕（荧光绿超跑移动）+动态跟随（概念车穿梭）”。

每2秒为一个节奏单元，0-2秒（快切静态）用0.5秒/帧的快速分镜，2-4秒（稳承光效）1秒/帧聚焦黄色兰博基尼与光效的融合，4-10秒（强动态）再次提速并通过特效增强视觉冲击。

光效贴合超跑定位，运动模糊通过“模糊程度递进”让观众感知“速度递增”，画面扭曲特效为概念车设计强化“未来穿梭”科幻感。

镜头捕捉静态时关注“进气口棱角、轮毂辐条数量”等细节，动态时捕捉“车身轻微颠簸、尾翼随速度调整、车轮与车身同步运动”。

色彩上动态段落光效色与超跑色呼应，静态段落均为“深色+亮色”搭配，多辆超跑突出“性能化细节”，场景保留“地面纹理清晰度”。搭配巴西funk音乐。",https://x.com/liyue_ai/status/2033849058855444766,2026-03-17T10:12:57.000Z,"{""name"":""李岳"",""link"":""https://x.com/liyue_ai""}",[],[],"[{""id"":""69ba40d2686d26000496537c"",""url"":""https://video.twimg.com/amplify_video/2033848010011258880/vid/avc1/834x1112/lHa3pAHvhtqeKklZ.mp4?tag=21"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2033848010011258880/img/IiVqoByDrQneQL33.jpg"",""caption"":null}]"
1557,Seedance 2.0 Romantic Winter Scene Prompt,"A highly detailed, complex prompt for Seedance 2.0 to generate a romantic short video scene set in a snowy winter street. The prompt specifies camera angle (low-angle), character description, action (holding hands, looking down), style (photographic, impressionistic, Hong Kong retro), and various cinematic effects like PVR perspective, handheld camera, and film grain.",以仰视视角呈现，一位散卷发着清冷感和温柔气质的女性，身着黑色大衣内搭，脖子上围着白色花纹的围巾，站在大雪纷飞的暗黄色街道上，氛围感十足。她眼神含情脉脉地注视着画面下方仰视着握住她手的人，低头看着对方，露出一只一个戒指的手，发丝随风飘扬且略显凌乱。风格为写真风，质感光照，自然光线，质感十足，摄影风格，色彩层次丰富，质感细腻，有着真实绝美的光影和精致的细节，拍立得风格且不加边框。背景是深邃的黑夜，营造极具感染力的浪漫氛围感。，运用印象派的艺术风格，暗朦，朦胧美学，复古胶片颗粒质感，电影颗粒感，电影大制作，大师作品，PVR视角，短剧片段，万能运镜，卡点音乐，，手摇运镜，每根发丝被风剧烈吹飘扬，眨眼睛，大师作品，处理成低分辨率、高模糊度的复古老照片风格，模拟早期数码照片闪光灯的画质缺陷，闪光灯强一点，对比度拉高百分之三十，整体画面呈现明显的颗粒感与模糊感，还原那种年代久远的模糊成像效果。整体呈现轻微粉调，画面饱和度高一点，加百分之三十的柔光，是很明显的古早ditto感，港风复古拍摄效果。,https://x.com/Aleph6Zero9/status/2033964750540050662,2026-03-17T17:52:40.000Z,"{""name"":""JingleKitty"",""link"":""https://x.com/Aleph6Zero9""}",[],[],"[{""id"":""69bb922631ef3600048b316b"",""url"":""https://video.twimg.com/amplify_video/2033961948094861312/vid/avc1/1080x1920/kqS2w3JiYCPq-bHn.mp4?tag=21"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2033961948094861312/img/GmHobvMplpZzsX6w.jpg"",""caption"":null}]"
1556,Ancient Drama Short Video Prompt: The Runaway Bride,"A detailed, scene-by-scene prompt for Seedance 2.0 to generate a short historical drama video titled 'The Runaway Bride.' The prompt specifies timing, camera angles (high-angle, close-up, tracking, low-angle), scene setting (general's mansion, plum blossoms), character costumes (pink Qixiong Ruqun for the female lead, dark gold dragon robe for the male lead), actions (climbing the wall, slipping, being caught), expressions, dialogue, and sound effects, structured like a professional screenplay.","00:00–00:02（2s）【开场钩子 - 逃婚名场面】
- 景别：高空俯拍转近景推近
- 场景：将军府朱红高墙，墙角种满一株盛开的红梅
- 服装：
- 女主【@图1】：一身粉色交领齐胸襦裙，外罩一层薄纱杏色大袖，裙摆绣满缠枝莲纹样。发尾垂落几缕碎发，显得既隆重又凌乱。
- 男主【@图2】：玄色暗金龙纹锦袍，腰间束玉带，发丝高束，面容冷峻。
- 女主双腿跨在围墙上，身体微微前倾，紧张得鼻尖冒汗，双手死死扒着墙沿。
- 镜头微推，特写她咬着下唇，眼神既不舍又决绝，偷偷往后院墙的方向张望。
- 音效：急促的呼吸声 

00:02–00:06（4s） 
- 景别：中景跟拍 + 低角度仰拍
- 动作：
1. 女主脚下一滑，身体瞬间失去重心。
2. 她惊呼一声 “啊——！”，双手胡乱挥舞，裙摆被风吹得飞扬起来。 
- 表情：女主瞳孔地震，从慌张变成惊恐。
- 音效：风声 + 重物落地的闷响（被接住的声音）

 00:06–00:15（9s） 
- 景别：特写环绕 + 近景
- 动作：
1. 墙角下站着的的摄政王长臂一伸，精准有力地扣住女主的细腰，没有让她摔在地上。
2. 顺势将她打横抱进怀里。
3. 女主整个人撞进他坚实的胸膛，鼻尖蹭到他衣襟上冷冽的龙涎香。
- 表情：
- 女主：瞬间僵住，双手抵在他胸口，耳尖红得滴血，脸颊烫得能煮熟鸡蛋，眼神慌乱躲闪不敢看他。女主惊慌失措的说道：“你…你是谁呀？快…快放我下来! ” 
- 男主：原本冰冷的眉眼，在触到她温热的身体时，眼底瞬间柔和，嘴角勾起一抹极淡的、不易察觉的笑意。
- 台词（男主低沉磁性，带着一丝宠溺的无奈）： “我是谁?我就是你翻墙也要逃婚的摄政王。” 

- 景别：双人怼脸特写（CP感拉满）
- 动作：
1. 男主拇指轻轻摩挲着女主被他抓在掌心的手腕。
2. 微微俯身凑近，额头抵着她的额头，两人鼻尖相触，呼吸交缠。
3. 女主睫毛剧烈颤抖，长长的睫毛在眼下投出一片阴影。
- 表情：
- 女主眼神湿漉漉的，带着水汽，又气又羞，眼眶微红。眼神闪躲，双手抵住男主的胸口。
- 男主深情凝视她，眼神里满是占有欲和藏不住的温柔。",https://x.com/liyue_ai/status/2033878818029474256,2026-03-17T12:11:12.000Z,"{""name"":""李岳"",""link"":""https://x.com/liyue_ai""}",[],[],"[{""id"":""69ba40cf8e36250004ffe4d4"",""url"":""https://video.twimg.com/amplify_video/2033875946898669568/vid/avc1/720x1280/qxDW4bzZVf1bTpnn.mp4?tag=21"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2033875946898669568/img/gIrgT70DR8JuoiBr.jpg"",""caption"":null}]"
1555,Ancient Style Singing Performance Video Prompt,"A comprehensive prompt for Seedance 2.0 to generate a video of a girl singing in an ancient Chinese style. The prompt details the character's appearance (Tang suit, hair accessories), the elaborate setting (palace lanterns, silk ribbons, screens), the character's actions (singing, dancing, specific gestures), and complex visual effects tied to the lyrics, all utilizing a Dunhuang flying apsaras-style camera movement.",@图片，身着鎏金点翠锦鲤纹样唐装，发间缀流苏步摇，眉心点朱砂花钿，笑靥如花灵气逼人；立于雕梁画栋的朱红门廊前，背景是百盏琉璃宫灯流转光华，金丝绣“春”字屏风半掩，檐角铜铃叮咚，漫天红绸如瀑垂落，光影间浮动细碎金粉。   少女随编钟清音轻启朱唇演唱，莲步轻移广袖翻飞，动作丰富：双手合十作揖、俏皮眨眼比爱心、旋身扬起满地金箔，眸中星辉流转；专业歌手水准，演唱不跑调。  歌词搭配专属特效： 1. “青龙现 白虎衔”：四象神兽虚影破云而出，龙吟虎啸间祥云裂变 2.  “八方财气聚门檐”：紫气自东南西北奔涌而来，在少女掌心凝成旋转的金色漩涡 3.  “我要福来福来”“福从星河落满怀”：银河倾泻而下化作万千福字，每个笔画闪烁珍珠光泽 4.  “莫道年少不知愁”“偏要笑看风云骤”：少女足尖轻点，地面绽开朵朵红梅，花瓣化作振翅朱雀腾空 5.  “他日登云摘星斗”“今朝且把金樽守”：九天星斗突然坠入酒樽，迸发出璀璨光柱直冲云霄。  整体采用敦煌飞天式运镜，少女旋身时发间步摇凝滞空中，慢镜头下金箔与花瓣形成螺旋星轨；最后定格画面：少女背对镜头扬起水袖，漫天星斗与金箔化作“招财进宝”四个立体篆字，余韵中铜钱形状的雪花簌簌飘落。,https://x.com/johnAGI168/status/2033921840540778606,2026-03-17T15:02:09.000Z,"{""name"":""John"",""link"":""https://x.com/johnAGI168""}",[],[],"[{""id"":""69ba40ce8e36250004ffe4d3"",""url"":""https://video.twimg.com/amplify_video/2033921700254158848/vid/avc1/1280x720/GA6NKi0vr19I646l.mp4?tag=21"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2033921700254158848/img/_gJN_avMdqY6SvjK.jpg"",""caption"":null}]"
1554,Mecha-Armor Transformation Action Sequence Prompt Summary,"This tweet describes the result of a single prompt used to generate a VFX-heavy action sequence involving a woman in urban chaos undergoing a full mecha-armor transformation, highlighting the prompt's ability to direct complex choreography and temporal consistency, but the actual prompt text is summarized, not provided in full.",A barefoot woman. Urban chaos. Then a full mecha-armor transformation mid-sequence,https://x.com/Shreyayadav/status/2033772829058158768,2026-03-17T05:10:02.000Z,"{""name"":""Shreya♡"",""link"":""https://x.com/Shreyayadav""}",[],[],"[{""id"":""69ba40ca8e36250004ffe4d2"",""url"":""https://video.twimg.com/ext_tw_video/2033772675236302850/pu/vid/avc1/1280x718/jPl9lLaMDZPOfnje.mp4?tag=19"",""thumbnail"":""https://pbs.twimg.com/ext_tw_video_thumb/2033772675236302850/pu/img/mwL6RK2qGNdF1M8B.jpg"",""caption"":null}]"
1553,Wuxia Action Short Video Prompt (Seedance 2.0),"A text-to-video prompt for Seedance 2.0, generating a Wuxia action scene in a rainy bamboo forest featuring a black-clad female swordswoman fighting a white-clad assassin, emphasizing cinematic camera movements, realistic physics simulation, and 8K quality.",武侠动作片风格，雨夜竹林激战，黑衣女剑客（长髮飞扬、红色腰带）对战 白衣刺客（面罩、双刀），快速剑招连击，剑光轨迹，水花四溅，布料湿透贴身，电影级运镜：快速跟随镜头 + 吊臂升降 + 360环绕 + 瞬间极速推镜 + 关键击中慢动作，背景竹子随风摇曳被剑气削断，8K写实，极致物理模拟，电影光影，角色全程一致,https://x.com/Langby2/status/2033696362320240879,2026-03-17T00:06:11.000Z,"{""name"":""新手老兵🇭🇰Web3gamer"",""link"":""https://x.com/Langby2""}",[],[],"[{""id"":""69ba40ca8e36250004ffe4d1"",""url"":""https://video.twimg.com/amplify_video/2033694605586452480/vid/avc1/1280x720/ROPt-UdfAFpMH61q.mp4?tag=21"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2033694605586452480/img/EJ0t4vxlnUPBp0CI.jpg"",""caption"":null}]"
1552,Cinematic Mecha Warrior in Wuxia Style Video Prompt,"A highly detailed, multi-section prompt designed to generate a cinematic video of a mecha warrior performing Wuxia-style martial arts in a mossy waterfall setting, emphasizing 1980s VHS quality, specific camera movements, and sound effects across a 15-second sequence. This prompt is extremely specific about character appearance, scene, style, and motion.","机甲武士·瀑布仙境独演·1980年代武侠剧照 VHS录像带·胶片颗粒·苔藓瀑布场景 角色锁定： 图1机甲武士
图片2
——短发，机械双臂暗灰合金，粉色光泽战裤，白色球鞋，武士刀，赤膊腹肌清晰。外层叠加青碧色广袖长袍、玉带腰系、发髻簪冠，面容冷峻英挺。全程外观不变。 场景锁定
图片1
： 图2苔藓瀑布仙境，多层瀑布从苔藓巨岩倾泻，水雾弥漫，深绿苔藓湿润，蕨类植物环绕，冷蓝绿色调为底。全程场景不突变。 1980年代香港武侠电影质感，VHS扫描线叠加，重度胶片颗粒高噪点，色彩褪色偏黄绿，四角暗角压重，镜头边缘轻微变形失真，昏暗诡异侧光，电影式中景镜头。全程风格不漂移。禁止角色变脸换人，禁止服装突变，禁止出现文字字幕LOGO水印。 0-1秒：超广角低空俯冲推进 超广角低空俯冲推进，强透视感，镜头高速前推轻微旋转，动态模糊拉满，VHS运动区雪花噪点爆发。机甲武士从瀑布水雾深处跃入近景，青碧广袖剧烈翻飞，玉带随跃动甩出弧线，武士刀刀身反射冷白刀光。气场扑面，镜头持续运动不静止，瀑布水雾被高速运动形成放射状残影。 音效：水雾低频轰鸣，布料破风声，武士刀出鞘金属清鸣，VHS电子底噪。 1-4秒：低角仰拍·纵跃连劈 低角仰拍从苔藓地面仰视。机甲武士蹬踏湿石跃起，青碧广袖展开如双翼，武士刀连续横劈竖斩，每式干净利落无停顿，刀身拖出淡蓝色刀光残影。瀑布水帘在背景形成白色幕布，剪影张力满格。 水珠从苔藓岩石被刀气震落，在仰视镜头中形成密集水珠雨幕从上方坠落。环形环绕跟拍启动，以机甲武士为轴绕行180度，粉色战裤在冷蓝绿水雾中形成极端冷暖色彩对撞，白色球鞋踩踏湿苔藓留下水印。 音效：武士刀劈风声，水珠震落声，水雾轰鸣，长袍翻飞布料声。 4-8秒：侧跟平拍·升格慢镜顶点 镜头侧向平拍高速跟随。机甲武士在苔藓巨岩间纵跃腾挪，步伐迅疾如风，每落点精准踩在岩石边缘，水花从踩踏点四散飞溅，刀法连绵不断。 【升格慢镜·0.3秒顶点】 机甲武士执刀横扫最大幅度顶点——速度骤降升格慢镜。青碧广袖每根织物纹路清晰，水珠从袖尾飞出在空中形成完整弧形轨迹，武士刀刀刃反射瀑布水光形成细腻光谱，淡蓝色刀气残影凝固悬停，苔藓石面水膜震动纹路清晰可见。0.3秒后立即恢复高速，VHS画面在速度切换瞬间出现帧率跳跃噪点。 大幅度甩镜切换至高位俯拍，苔藓湿地留下连续跳跃水印轨迹，刀光残影从俯视角度形成螺旋流光图案。 音效：慢镜顶点水珠飞散的极慢水声，恢复高速时骤然爆发冲击音效，瀑布轰鸣频率随速度切换突变。 8-12秒：高能变焦推拉·多视角切换 镜头高能变焦，先极速拉远——机甲武士粉色战裤在绿白色瀑布背景中成为唯一暖色视觉锚点——再猛推近至武士刀刀尖特写，刀尖淡蓝色粒子持续流动，水雾在刀光中折射冷蓝微光。 连续三次快速视角切换： ①低角仰拍——武士刀从头顶劈下，刀刃与瀑布水帘在同一垂直画面中双重白光对撞 ②侧跟平拍——广袖与瀑布水流方向形成横竖交叉力量线 ③高位俯拍——身影在苔藓水面倒影中同步出现双重残影 每次切换伴随VHS横向扫描线撕裂短暂失真，高速运动区域密集雪花噪点。刀光残影三次叠加，最终在画面中形成淡蓝色光网覆盖瀑布场景。 音效：多视角切换帧跳跃噪音，武士刀连续劈击密集金属鸣声，瀑布轰鸣随视角切换急推急收。 12-15秒：凌空收势·剑气扩散·壮阔全景 机甲武士蹬踏最高处苔藓巨岩凌空跃起至最高点，青碧广袖完全展开，玉带甩出最大弧度，粉色战裤逆光色彩最为饱和，白色球鞋悬于瀑布水雾之上。双手握持武士刀向下施展收势—— 【终章炸裂三连】 ①武士刀接触水面瞬间：淡蓝色刀气向四周扩散同心圆光波涟漪，光波将瀑布水帘整体向外推开形成弧形水墙 ②光波触及苔藓岩壁：整面苔藓水珠同时起飞，密集水珠幕帘向外飞散，在昏暗光线中折射冷蓝光谱 ③刀气向上爆发：淡蓝色光柱从刀尖冲天，贯穿瀑布水雾层形成蓝白光柱，水雾大幅翻涌飞散，蕨类植物被气浪压弯 【终章升格慢镜·3秒全程】 光波涟漪在苔藓水面的扩散纹路，水珠幕帘在刀光中的折射光谱，广袖在气浪中的织物纹路流动，白色球鞋最后踩踏水花定格，每个细节清晰震撼。 镜头缓缓拉远，壮阔全景收尾——多层瀑布全貌重新呈现，机甲武士立于最高处苔藓巨岩，淡蓝色刀光余晖在水雾中缓慢消散，粉色战裤在绿白色瀑布背景中最后定格。 VHS四角暗角完全压黑，胶片颗粒在光柱高光区域爆发为银白噪点，镜头边缘轻微变形失真收尾，画面张力满格。 音效：刀气扩散低频共振爆鸣，光波触及水帘厚重水声，水珠幕帘起飞密集细碎声，光柱冲天高频能量声，升格慢镜中所有声音降频呈现空灵质感，镜头拉远后只剩瀑布轰鸣与水雾风声。 技术规格： VHS扫描线全程叠加，重度胶片颗粒，色彩褪色偏黄绿，四角暗角压重，升格慢镜0.3秒动作顶点+终章3秒全程，高能变焦推拉，多视角急切换，淡蓝色刀光粒子全程流动，苔藓水雾物理粒子运动轨迹自然真实。",https://x.com/john87445528/status/2033911356785659925,2026-03-17T14:20:30.000Z,"{""name"":""John"",""link"":""https://x.com/john87445528""}",[],[],"[{""id"":""69ba40c88e36250004ffe4d0"",""url"":""https://video.twimg.com/amplify_video/2033911295419027456/vid/avc1/2560x1440/2td9L5ID_t83u-p3.mp4?tag=21"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2033911295419027456/img/sIvDPn5O56gjwYkS.jpg"",""caption"":null}]"
1551,Female General Battlefield Video Prompt,"A complex, multi-part prompt for Seedance 2.0 describing how to generate a video of a female general fighting on the battlefield, using a reference image and detailed instructions for camera movement, shot composition, and sound design (only sound effects, no background music).","Seedance 2.0 提示词玩法：一张参考图+2段提示词，还原女将军战场杀敌 场面

第一段：
画面一：女将军策马奔腾，带领身后的千军万马，往前前进的场面，采用拉远 升高  环绕 运镜，展现双方千军万马的壮观场景。画面二：中景，特写镜头等视角来回切换，女将军冲入敌军阵营，采用第一视角，第三视角，分镜切换，环绕高速跟拍等拍摄手法，展现女将军与敌军的打斗仅生成打斗音效和环境音效，不配背景音乐。

第二段：
中景+近景+远景+特写来回切换，特写等来回切换，女将军军策马奔腾冲入敌军阵营，采用第一视角，第三视角，分镜切换，升高拉远+环绕高速跟拍等拍摄手法，展现女将军与敌军的打斗仅生成打斗音效和环境音效，不配背景音乐。",https://x.com/TanLuAI/status/2033876073663115331,2026-03-17T12:00:18.000Z,"{""name"":""探路AI"",""link"":""https://x.com/TanLuAI""}",[],[],"[{""id"":""69ba40c4686d26000496537b"",""url"":""https://video.twimg.com/amplify_video/2033874693107945474/vid/avc1/1440x1920/ZRUqDc9Q9WA5DLg1.mp4?tag=21"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2033874693107945474/img/AqAJPVu13rdbSUwo.jpg"",""caption"":null}]"
1550,Heartwarming Woodland Comedy Video Prompt,"A prompt for Seedance 2.0 to generate a 15-second heartwarming woodland comedy video with six shots and short dialogue, emphasizing hyperreal cinematic animation and cozy lighting.","FORMAT: 15s / 6 SHOTS / heartwarming woodland comedy / short dialogue

STYLE: hyperreal cinematic woodland animation, warm golden hour light filtering through bark cracks, cozy mossy interior of a hollow",https://x.com/Dheepanratnam/status/2033934223313174856,2026-03-17T15:51:22.000Z,"{""name"":""Dheepan Ratnam"",""link"":""https://x.com/Dheepanratnam""}",[],[],"[{""id"":""69ba40c2686d26000496537a"",""url"":""https://video.twimg.com/amplify_video/2033932720607207424/vid/avc1/2560x1440/AZd4h-j-4lJ7NQ4m.mp4?tag=21"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2033932720607207424/img/f9ZvyOffEm-q_djL.jpg"",""caption"":null}]"
1549,Zero Gravity Warrior Fight Video Prompt,"A prompt describing a scene of two elite warriors fighting in zero gravity inside a shattered space station orbiting Earth, with floating debris and the blue planet visible.","Two elite warriors fighting in zero gravity inside a shattered space station orbiting Earth. Broken metal panels and floating debris drift slowly around them while the blue planet glows through the destroyed walls.

The fighters push off floating debris and launch toward each",https://x.com/weiinberg/status/2033904647988015105,2026-03-17T13:53:50.000Z,"{""name"":""Weinberg"",""link"":""https://x.com/weiinberg""}",[],[],"[{""id"":""69ba40bf686d260004965379"",""url"":""https://video.twimg.com/amplify_video/2033904248313016320/vid/avc1/2562x1440/eNVu1V9-67Iv2OOd.mp4?tag=21"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2033904248313016320/img/Z_9dBxSnHpuJFT9Q.jpg"",""caption"":null}]"
1548,Gothic Vampire Lord Video Prompt,"A detailed prompt for Seedance 2.0 focusing on cinematic shots of a pale, handsome gothic vampire lord with silver hair, using strong visual impact, centered composition, and a low-angle upward shot.","Cinematic shots with strong visual impact, centered composition + low-angle upward shot; male protagonist A pale gothic vampire lord, devastatingly handsome, with shoulder-length silver hair slicked back save for a few windswept strands, his features sharply",https://x.com/Dheepanratnam/status/2033721209259499619,2026-03-17T01:44:55.000Z,"{""name"":""Dheepan Ratnam"",""link"":""https://x.com/Dheepanratnam""}",[],[],"[{""id"":""69ba40bd686d260004965378"",""url"":""https://video.twimg.com/amplify_video/2033720572526661632/vid/avc1/2560x1440/Q-kVIOva4fKiLwBV.mp4?tag=21"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2033720572526661632/img/8KpfjeLDTWBdiGap.jpg"",""caption"":null}]"
1547,Reference-based Video Generation Prompt,A prompt instructing the AI to use a subject from an image and camera movements/choreography from a reference video to create a cohesive new video.,"""Use the subject from @​Image1 as the main focus. Execute rhythmic dolly, push, pan and tilt movements with the camera referencing the shooting style of @​Video1. The subject’s movement should reinterpret the choreography from @​Video1, creating a cohesive",https://x.com/BigMotion_ai/status/2033957480380641406,2026-03-17T17:23:47.000Z,"{""name"":""BigMotion.ai"",""link"":""https://x.com/BigMotion_ai""}",[],[],"[{""id"":""69ba40bc686d260004965377"",""url"":""https://video.twimg.com/amplify_video/2033956985964519424/vid/avc1/3840x3840/poUx3up7NJN_mAR2.mp4?tag=21"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2033956985964519424/img/h8IA5O6Hh4lPwd3l.jpg"",""caption"":null}]"
1546,Steampunk Sky Battle Video Prompt,"A prompt for Seedance 2.0 describing a cinematic steampunk sky battle scene. The focus is on a young female sky mechanic in flight gear standing on a damaged airship wing, fighting a giant thunder roc with electrified tools.",A cinematic steampunk sky battle. A young sky mechanic girl in leather flight gear stands on the wing of a damaged airship above storm clouds. She wields electrified chain-tools and a glowing wrench staff. Her enemy is a giant thunder roc made of,https://x.com/Dheepanratnam/status/2033769015215067341,2026-03-17T04:54:53.000Z,"{""name"":""Dheepan Ratnam"",""link"":""https://x.com/Dheepanratnam""}",[],[],"[{""id"":""69ba40ba8e36250004ffe4ce"",""url"":""https://video.twimg.com/amplify_video/2033768029444517888/vid/avc1/2560x1440/4edX3hYU9OdKCbfX.mp4?tag=21"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2033768029444517888/img/-aoG-glqQvhMEq_F.jpg"",""caption"":null}]"
1545,Cinematic Long Take Action Sequence,"A complex, multi-part prompt for Seedance 2.0 requesting a cinematic long take action sequence featuring a Chinese youth flying a kite through city streets, performing parkour, and landing with a dramatic drumbeat. The prompt includes detailed instructions for fluid movement, specific style transitions (Makoto Shinkai to ink wash), camera work, and even contradictory elements (American military band on campus) to test the model's adherence.","""Generate a cinematic, large-scale action long take animation. Theme: A Chinese youth flies a kite through crowded streets, leaps up steps, flips and lands, dashes toward a high platform, and executes a difficult jump. The drumbeat erupts the moment he lands. One single continuous shot throughout, no cuts, fluid movements, clear weight, inertia, and landing cushioning. Style transition: 0–5s: Clear, highly saturated yet controlled Makoto Shinkai style, with moist reflections. 6–10s: Ink wash explosion; background buildings simplified with ink strokes, speed lines in dry-brush splatter style, drumbeats visualized as ink shockwaves. The protagonist and kite must remain clearly defined. 4K video, American military marching band with over 50 members parading on campus, sunny weather. Band in formal dark blue military uniforms with golden epaulets, marching in neat formation. Brass players perform classic military marches, drummers play steady rhythms, conductor leads with a baton. Background: cheering students, American flags, ancient red-brick campus buildings. Camera: dynamic tracking, alternating wide and medium shots, smooth movement. Audio: stereo brass melodies, drumbeats, crowd cheers. Atmosphere: bright, energetic, patriotic, warm sunlight tones.""",https://x.com/SammmXBT/status/2033775765108756938,2026-03-17T05:21:42.000Z,"{""name"":""Sammm"",""link"":""https://x.com/SammmXBT""}",[],[],"[{""id"":""69ba40b08e36250004ffe4ca"",""url"":""https://video.twimg.com/amplify_video/2033774904760537090/vid/avc1/1280x720/g7En32USJhzVa4bU.mp4?tag=21"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2033774904760537090/img/tn7tgv9dvNRiGbre.jpg"",""caption"":null}]"
1544,Saitama vs. Garou Battle Scene,"A detailed prompt for Seedance 2.0 describing an intense battle scene between the characters Saitama and Garou, focusing on the impact of Saitama's punch and the resulting confrontation.","This depicts the battle between Saitama and Garou.
With just a single punch from Saitama, a massive gust of wind erupted, shattering the ground beneath them. Garou, using his incredible speed and agility, parried the blow and launched a counterattack. As the two exchanged a flurry of punches and kicks, the sky and the earth shook with the deafening roar of their confrontation.",https://x.com/Riya333S/status/2033891641245999492,2026-03-17T13:02:09.000Z,"{""name"":""Riya_Cute 🇺🇸"",""link"":""https://x.com/Riya333S""}",[],[],"[{""id"":""69ba40b08e36250004ffe4c9"",""url"":""https://video.twimg.com/ext_tw_video/2033891593477099522/pu/vid/avc1/1280x720/AIJLL4r3OlzimRn0.mp4?tag=19"",""thumbnail"":""https://pbs.twimg.com/ext_tw_video_thumb/2033891593477099522/pu/img/Z6yZJ8I2NdfGMFDQ.jpg"",""caption"":null}]"
